iter	RMSE
363	0.005690529757
364	0.00567809608
365	0.005649320344
366	0.005637309612
367	0.005630167863
368	0.005623442193
369	0.005610385895
370	0.00560862951
371	0.005578459929
372	0.005550042609
373	0.005524677037
374	0.005508398845
375	0.005482107558
376	0.005465960042
377	0.0054637883
378	0.005450638368
379	0.005435126698
380	0.005432327823
381	0.005421340997
382	0.005392902324
383	0.005381124263
384	0.005379097228
385	0.00536658633
386	0.005344655463
387	0.005342900184
388	0.005330406067
389	0.005328731616
390	0.005326069861
391	0.005319427708
392	0.005309545932
393	0.005283476063
394	0.005269736875
395	0.005257908029
396	0.005244745519
397	0.005233420243
398	0.005222693162
399	0.005207427636
400	0.005205709075
401	0.00519886018
402	0.005183609701
403	0.005179896775
404	0.005172350722
405	0.005168617367
406	0.005166882621
407	0.005160821367
408	0.005154232777
409	0.005152635223
410	0.005131809513
411	0.005124603556
412	0.005121782388
413	0.005113096139
414	0.005104757041
415	0.005090310295
416	0.005077264468
417	0.005061003445
418	0.005055009162
419	0.005053352615
420	0.005048821726
421	0.005035903719
422	0.005014270511
423	0.004996508955
424	0.004987297462
425	0.004971034737
426	0.004969562175
427	0.004954694391
428	0.004943725244
429	0.004931190849
430	0.004925302009
431	0.004916332697
432	0.004908602607
433	0.004895064105
434	0.004887763035
435	0.004870238177
436	0.004861521226
437	0.004841710935
438	0.004834792768
439	0.004813674782
440	0.004802352562
441	0.004796699616
442	0.004791502627
443	0.004789883232
444	0.004777329336
445	0.004772605992
446	0.004751171033
447	0.004736807263
448	0.004728883983
449	0.004722101979
450	0.004715589947
451	0.004707045687
452	0.004693645763
453	0.004692197576
454	0.004679822406
455	0.004677256066
456	0.004675857105
457	0.004674976664
458	0.004657025828
459	0.004649234646
460	0.004645508412
461	0.004626125157
462	0.004620314679
463	0.004619470724
464	0.004612182101
465	0.004593772913
466	0.004588858751
467	0.004580203821
468	0.004572673552
469	0.004567290491
470	0.004560980747
471	0.004560228396
472	0.004549343491
473	0.004545483131
474	0.004528106292
475	0.004519882
476	0.004513324301
477	0.004499798678
478	0.004480045809
479	0.004473778837
480	0.004457523998
481	0.004456331693
482	0.0044452024
483	0.004430049159
484	0.004426522388
485	0.004414227928
486	0.004398025586
487	0.004397168271
488	0.004395108497
489	0.004384551317
490	0.004383633015
491	0.00437684206
492	0.004362672857
493	0.004355091386
494	0.004344665124
495	0.004333215784
496	0.004328138965
497	0.004322505748
498	0.004311101245
499	0.004294574358
500	0.004274692973
501	0.004271181241
502	0.004266655269
503	0.004261735822
504	0.004259513239
505	0.004249845818
506	0.0042427832
507	0.00423096525
508	0.004222778227
509	0.004218625779
510	0.004217624311
511	0.004206938929
512	0.004206488431
513	0.004200784111
514	0.004189638434
515	0.004188703568
516	0.004183856349
517	0.00418183555
518	0.004162056787
519	0.004161238028
520	0.004160364671
521	0.004152598956
522	0.004151825045
523	0.004149989717
524	0.004145576242
525	0.004136098373
526	0.004132439073
527	0.004131997892
528	0.004124947544
529	0.004118609642
530	0.004105283888
531	0.004104855229
532	0.004099207378
533	0.004096360775
534	0.004087045012
535	0.004078228139
536	0.004072749124
537	0.004065349789
538	0.004053864223
539	0.004050956295
540	0.004049101275
541	0.004047776986
542	0.004047476897
543	0.00403751911
544	0.004026485804
545	0.004019571227
546	0.004008406099
547	0.004001191681
548	0.003997571951
549	0.003992687398
550	0.003984496159
551	0.003978366671
552	0.00397291186
553	0.003968580951
554	0.003961557809
555	0.003945138166
556	0.003944877128
557	0.003936596632
558	0.003935320088
559	0.003929618342
560	0.003929420404
561	0.003925655223
562	0.003915292088
563	0.003910428695
564	0.003899210578
565	0.003898043132
566	0.0038913857
567	0.003880809401
568	0.003873128459
569	0.003862456816
570	0.003854741952
571	0.003844873578
572	0.003840861687
573	0.00383331512
574	0.003825743044
575	0.003822379619
576	0.003818160512
577	0.003810497461
578	0.003804251478
579	0.00380390356
580	0.003789589764
581	0.003781796899
582	0.003775984853
583	0.003769542013
584	0.003763547742
585	0.003758661299
586	0.003746010505
587	0.003740960987
588	0.003737647795
589	0.003736581538
590	0.003733338218
591	0.003727941228
592	0.003718910356
593	0.003716601643
594	0.003712667708
595	0.003703438684
596	0.003698342098
597	0.00369286089
598	0.003689841531
599	0.00368062752
600	0.003680585016
601	0.003678742835
602	0.003677702667
603	0.003670576182
604	0.003667828552
605	0.003660078956
606	0.003654578063
607	0.003651728785
608	0.003649172968
609	0.00364886616
610	0.003647350674
611	0.003646980052
612	0.003639466187
613	0.003634386332
614	0.003629528384
615	0.003628186329
616	0.003621232434
617	0.003617141464
618	0.003615702134
619	0.003605022883
620	0.003591672191
621	0.003584983147
622	0.003575473678
623	0.003574833449
624	0.003566729304
625	0.003560985921
626	0.003554542299
627	0.003552849026
628	0.003547624581
629	0.003544484938
630	0.003539946799
631	0.003534052872
632	0.003529586654
633	0.003529059455
634	0.00351505885
635	0.003508824083
636	0.003507127822
637	0.003506591231
638	0.003501605122
639	0.003497947388
640	0.003493791054
641	0.003489301232
642	0.003487958272
643	0.003480273903
644	0.003474427107
645	0.00347100139
646	0.003461981709
647	0.003455144697
648	0.003451146963
649	0.003443553743
650	0.003438331199
651	0.003434122582
652	0.003430461652
653	0.00342615668
654	0.003416373397
655	0.003409543719
656	0.003401720037
657	0.00339682366
658	0.00339169821
659	0.003385560509
660	0.003385107817
661	0.003381119561
662	0.003380923756
663	0.003380014296
664	0.003371525935
665	0.003369313511
666	0.003364009759
667	0.003358267801
668	0.003353123961
669	0.003346861331
670	0.003346034958
671	0.003341160856
672	0.003337204768
673	0.003332057686
674	0.003328650721
675	0.003321410138
676	0.003315968631
677	0.003315400138
678	0.003312577682
679	0.00330825297
680	0.003301963747
681	0.003299596173
682	0.003299106506
683	0.003295659651
684	0.003288755169
685	0.003286952894
686	0.003284194843
687	0.003279119698
688	0.003273062452
689	0.003267018369
690	0.003263918525
691	0.003257467151
692	0.003250742172
693	0.003245611735
694	0.003242650761
695	0.00323595564
696	0.003235118486
697	0.003233744091
698	0.003228074391
699	0.003223767934
700	0.003221498525
701	0.003217774041
702	0.003213238617
703	0.003212473648
704	0.003208408095
705	0.003205656379
706	0.003203675679
707	0.003201568152
708	0.003198530776
709	0.003196386371
710	0.00319325351
711	0.003184875248
712	0.003181601409
713	0.003180837999
714	0.003179842846
715	0.003178884959
716	0.003177685273
717	0.003174776448
718	0.003168584801
719	0.003166542964
720	0.003162872916
721	0.003162486047
722	0.003158384878
723	0.003152929491
724	0.003151010836
725	0.003147465411
726	0.003142900987
727	0.003139479756
728	0.003132388446
729	0.003131707193
730	0.003127013377
731	0.003125348508
732	0.003122910378
733	0.003119646813
734	0.003119275517
735	0.003116628505
736	0.003113520516
737	0.003110566115
738	0.003108243848
739	0.00310016617
740	0.003095129021
741	0.003092190619
742	0.003091063847
743	0.003089911857
744	0.003083466766
745	0.003079563581
746	0.003078979662
747	0.003076151492
748	0.003072563352
749	0.003070332069
750	0.003067617209
751	0.003066593086
752	0.003061915159
753	0.00305906049
754	0.003055926264
755	0.003055534856
756	0.003048954439
757	0.003040952312
758	0.00303668295
759	0.003027567887
760	0.003022521708
761	0.003016443765
762	0.003011743898
763	0.003007789967
764	0.003000815085
765	0.002998413625
766	0.002997914696
767	0.002993874681
768	0.002988291017
769	0.002983204186
770	0.002973228457
771	0.00296981791
772	0.002966745356
773	0.002964493673
774	0.002961892897
775	0.002958473963
776	0.002955800401
777	0.002953252502
778	0.002952471107
779	0.002947846406
780	0.002947531553
781	0.002944267717
782	0.002940231082
783	0.002934321432
784	0.0029325489
785	0.002932004471
786	0.002928099406
787	0.002926318968
788	0.002923095838
789	0.002920693903
790	0.002915203315
791	0.002913074651
792	0.00290999755
793	0.002903065091
794	0.002902061733
795	0.002900352933
796	0.002899177138
797	0.002892456138
798	0.002891039105
799	0.002886585163
800	0.002882518074
801	0.002881930313
802	0.002881159397
803	0.002879586388
804	0.002875961177
805	0.002875599301
806	0.002873989874
807	0.002873113386
808	0.002872885574
809	0.002865433669
810	0.002860333946
811	0.002858173728
812	0.002857123318
813	0.002853241756
814	0.002847585759
815	0.002844912554
816	0.002841945078
817	0.002832465838
818	0.002828796143
819	0.002824657957
820	0.002823933271
821	0.002822247422
822	0.002820546296
823	0.002819689036
824	0.002816317526
825	0.002814784325
826	0.002812996598
827	0.002810847994
828	0.002807729148
829	0.002803839775
830	0.002793102076
831	0.002789436028
832	0.002785734312
833	0.002780550864
834	0.002775748142
835	0.002772004066
836	0.002769711672
837	0.002769152242
838	0.00276667314
839	0.002766405481
840	0.00276586197
841	0.002763052595
842	0.002757015174
843	0.002755565524
844	0.002754262519
845	0.002752392313
846	0.002747731561
847	0.002746854144
848	0.002738313736
849	0.0027347314
850	0.002730511834
851	0.002730356539
852	0.002724696071
853	0.002722338283
854	0.002719921304
855	0.002716202107
856	0.0027144837
857	0.002711696747
858	0.002710722153
859	0.002708561283
860	0.002706384429
861	0.002704395264
862	0.002702189849
863	0.00269900748
864	0.002696896513
865	0.0026925784
866	0.002691159639
867	0.0026857497
868	0.002683130785
869	0.002682483981
870	0.002681736524
871	0.002679491239
872	0.002676593129
873	0.002672402536
874	0.002672006758
875	0.00267108202
876	0.00266885757
877	0.002668670828
878	0.00266659596
879	0.002663296357
880	0.002660514817
881	0.002658528803
882	0.002655319802
883	0.00265231852
884	0.0026480561
885	0.002645684007
886	0.002645072827
887	0.002643252427
888	0.002641962104
889	0.002640089108
890	0.00263782876
891	0.002636257418
892	0.00263166064
893	0.002629611005
894	0.002629014469
895	0.002627512685
896	0.002623120956
897	0.002622554015
898	0.002622092195
899	0.002620289952
900	0.002619324725
901	0.002617203788
902	0.002616759403
903	0.00261246924
904	0.002611624657
905	0.002610233834
906	0.002604835425
907	0.002599984981
908	0.00259687065
909	0.00259306627
910	0.002592539644
911	0.002589606766
912	0.002586991349
913	0.002578761033
914	0.002576062577
915	0.002568367213
916	0.002566288183
917	0.00256610506
918	0.002564651202
919	0.002563731596
920	0.002563540265
921	0.002559810734
922	0.002556153409
923	0.00255201049
924	0.002550694673
925	0.002547378902
926	0.002543619502
927	0.002539980311
928	0.002536379437
929	0.002536046334
930	0.002534728208
931	0.002533215741
932	0.002533042069
933	0.002528097401
934	0.002526392254
935	0.002523089948
936	0.00252012698
937	0.002518139782
938	0.002515512351
939	0.002512628175
940	0.002509553633
941	0.002506669042
942	0.00250504913
943	0.002502334356
944	0.002499598762
945	0.002498246116
946	0.002498014893
947	0.002497681259
948	0.002494821975
949	0.002491560718
950	0.002490254896
951	0.002489469716
952	0.002486341455
953	0.00248328396
954	0.002481681766
955	0.002478900464
956	0.002475149851
957	0.002472914703
958	0.002469858573
959	0.002466894829
960	0.002466472054
961	0.002465286206
962	0.002464914968
963	0.002463670351
964	0.002460579708
965	0.002458346431
966	0.002458189898
967	0.002454587582
968	0.002452641762
969	0.002450157732
970	0.002449143039
971	0.002445993338
972	0.002443990305
973	0.002439735529
974	0.002439622998
975	0.002437251114
976	0.002432479901
977	0.00242640227
978	0.002424119938
979	0.002423302857
980	0.002421769786
981	0.00241813069
982	0.002413228383
983	0.002407995966
984	0.002398277202
985	0.002395473271
986	0.002393259344
987	0.00239008918
988	0.002387334627
989	0.002385144645
990	0.002384106811
991	0.002382784536
992	0.002381523064
993	0.002378704024
994	0.002378250362
995	0.002376313014
996	0.002374431961
997	0.002372631457
998	0.002371191741
999	0.002370889346
