iter	RMSE
0	0.9657438192
1	0.9295360702
2	0.89375047
3	0.8606868093
4	0.8303023922
5	0.7999179194
6	0.772488648
7	0.7445258597
8	0.7177655393
9	0.6927518002
10	0.6697127091
11	0.6452160105
12	0.6201857045
13	0.5972783101
14	0.5741787417
15	0.5522320875
16	0.532235232
17	0.5122893456
18	0.4932184606
19	0.4751850714
20	0.4567678109
21	0.440145675
22	0.4245190332
23	0.4087987629
24	0.3938052633
25	0.3787949886
26	0.3651072592
27	0.3516476071
28	0.3389004534
29	0.3262409027
30	0.3138438936
31	0.3028597108
32	0.2924796004
33	0.2819255302
34	0.2716168506
35	0.2621156546
36	0.2529226977
37	0.2438825436
38	0.2351223797
39	0.2267766995
40	0.21852722
41	0.2100621885
42	0.2027808745
43	0.195012406
44	0.1878255812
45	0.1814184124
46	0.1744278155
47	0.1683412164
48	0.1622799386
49	0.1561051197
50	0.1506153684
51	0.1451940298
52	0.1396527771
53	0.1349246956
54	0.1302938828
55	0.1257732848
56	0.1214202685
57	0.1172029892
58	0.113100427
59	0.1088574702
60	0.1049837538
61	0.1011627903
62	0.09763896643
63	0.09426883825
64	0.09095203663
65	0.08764230138
66	0.08475952418
67	0.08198430561
68	0.07918210231
69	0.07656443269
70	0.073943822
71	0.07133281167
72	0.06898395258
73	0.06679192578
74	0.06471423013
75	0.06250596947
76	0.06045648443
77	0.05840690348
78	0.05664849915
79	0.05480385056
80	0.0530078265
81	0.05136449263
82	0.04969325991
83	0.04808508899
84	0.04652849132
85	0.0451571705
86	0.04377977377
87	0.04251057771
88	0.0412498284
89	0.04007926318
90	0.03896056883
91	0.03784107875
92	0.03675286453
93	0.0357445017
94	0.0347474517
95	0.0337762086
96	0.03285971639
97	0.03201118759
98	0.03117125687
99	0.03031750096
100	0.02960235719
101	0.02882606246
102	0.02818608587
103	0.0274839331
104	0.02684073671
105	0.02623674167
106	0.02558586617
107	0.02499081049
108	0.02439559094
109	0.02386732512
110	0.02334380802
111	0.0228064129
112	0.02231430881
113	0.02179615268
114	0.02136786266
115	0.02092025994
116	0.02049947576
117	0.02007175566
118	0.01967745536
119	0.01929975569
120	0.01895160048
121	0.01856828637
122	0.01824043517
123	0.01791581296
124	0.01759543006
125	0.01727074067
126	0.01697328654
127	0.01667350132
128	0.01639396083
129	0.01612011225
130	0.01588809957
131	0.01563861203
132	0.01544177265
133	0.01523156786
134	0.01500132428
135	0.01478873907
136	0.01456262991
137	0.01434520979
138	0.01415135121
139	0.0139654362
140	0.01378457618
141	0.01359473277
142	0.01345808903
143	0.01328980919
144	0.01310321606
145	0.01294784915
146	0.01277981573
147	0.01259221778
148	0.01245033012
149	0.01231819287
150	0.01218036817
151	0.01205139316
152	0.01192753671
153	0.01177877262
154	0.01163552475
155	0.01150659693
156	0.01140115001
157	0.01129559804
158	0.01120022663
159	0.01110748503
160	0.01101018302
161	0.0108833169
162	0.01078973969
163	0.01068918049
164	0.01058011481
165	0.01048537267
166	0.01039677093
167	0.01032018237
168	0.01025102747
169	0.0101753611
170	0.01009219959
171	0.01002284388
172	0.00994485034
173	0.009886495241
174	0.009822488731
175	0.00975614394
176	0.009689190586
177	0.009628607132
178	0.009581323894
179	0.009531792611
180	0.00948622529
181	0.009399755501
182	0.009353391603
183	0.009301903324
184	0.009253816171
185	0.009196023398
186	0.009148148452
187	0.00908353937
188	0.009026603417
189	0.008980460789
190	0.008933524636
191	0.008896089219
192	0.00883808504
193	0.008799890638
194	0.008741314158
195	0.0086989684
196	0.008659238906
197	0.008616912382
198	0.008557895916
199	0.008525839575
200	0.00851021365
201	0.008454130122
202	0.00842411786
203	0.008391747948
204	0.008348052546
205	0.008304805724
206	0.008289163365
207	0.008273584434
208	0.008244809758
209	0.008213248186
210	0.008199417268
211	0.008146433378
212	0.008133446437
213	0.008122555391
214	0.008067315446
215	0.008055486696
216	0.008029375934
217	0.007984803752
218	0.007924605186
219	0.007913495324
220	0.00787833765
221	0.007821552121
222	0.007792354443
223	0.007780257058
224	0.007751740516
225	0.007729543851
226	0.007708249156
227	0.007688045927
228	0.007677385541
229	0.00764043992
230	0.007630026717
231	0.007595152237
232	0.007586450729
233	0.007559648489
234	0.007534134465
235	0.007521689555
236	0.007513354351
237	0.007482149637
238	0.007453767016
239	0.007426934579
240	0.007410988038
241	0.007394175545
242	0.007369226341
243	0.007361607233
244	0.007345623842
245	0.007328529795
246	0.007321516755
247	0.007305052609
248	0.007291799896
249	0.007279389165
250	0.007236543282
251	0.007224374599
252	0.007202719375
253	0.00719655404
254	0.007175498397
255	0.007169614389
256	0.007163752459
257	0.007142736937
258	0.007129978771
259	0.007118422031
260	0.007111630278
261	0.007089537831
262	0.007068655055
263	0.007048087821
264	0.007008373445
265	0.007002236237
266	0.006979311153
267	0.006972157351
268	0.006967363703
269	0.006955833845
270	0.006925979515
271	0.006899732143
272	0.006881015235
273	0.006861168273
274	0.006856813507
275	0.006837415523
276	0.006818966499
277	0.006801417814
278	0.006782057717
279	0.00676295602
280	0.00675788747
281	0.006749770262
282	0.006741977534
283	0.006720829264
284	0.006710850172
285	0.006698275978
286	0.006681044484
287	0.006664778367
288	0.006648424219
289	0.006617977599
290	0.006599539766
291	0.006584142752
292	0.006579654746
293	0.006562530261
294	0.006550593406
295	0.006542535567
296	0.006514218812
297	0.006496047436
298	0.006485613151
299	0.006459333523
300	0.00645199106
301	0.006438422272
302	0.006423639288
303	0.006404216154
304	0.006391612317
305	0.006387607858
306	0.006361005357
307	0.006345311446
308	0.006329164298
309	0.006318676966
310	0.006304764318
311	0.006298441021
312	0.006283850297
313	0.006265886944
314	0.006262542586
315	0.006252799668
316	0.006238796829
317	0.006234409041
318	0.006209081289
319	0.006192873195
320	0.006184290259
321	0.00617988594
322	0.006162747098
323	0.006153030384
324	0.006150016387
325	0.006136047275
326	0.006124154946
327	0.006114581238
328	0.006105331632
329	0.006082311583
330	0.006055583696
331	0.006042002959
332	0.00601529265
333	0.006002594083
334	0.005983844091
335	0.005976651603
336	0.005963294474
337	0.005956143654
338	0.005947963008
339	0.005941533516
340	0.005931841984
341	0.005923598966
342	0.005917197262
343	0.005915310678
344	0.005896244789
345	0.005890181967
346	0.005883060269
347	0.005867219198
348	0.005859942526
349	0.00585631857
350	0.005842474035
351	0.005818883823
352	0.005813876435
353	0.005798781673
354	0.005790278236
355	0.005774792959
356	0.00576590486
357	0.00576191887
358	0.005759694315
359	0.005757543046
360	0.005752801505
361	0.005722548007
362	0.00571338208
